CookerStat, GenerateAssetRegistry=0.038940, Initialize=0.176892, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_0, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/HeroCharacter.uasset, AutoPackageBackupDelegate=58.887894, FlushAsyncLoading=0.013586, FlushStreamingFunc=0.048600, BlockTillAllRequestsFinished=0.007845, ResetLoadersForSaveUnMarkAllObjects=0.570215, TagPackageExports=9.461221, BeginCacheForCookedPlatformData=0.006337, SerializeImports=11.473726, GatherLocalizableTextData=9.645659, MarkNames=0.111386, SerializeSummary=0.030488, SerializeNames=0.349857, SerializeGatherableTextData=0.110481, BuildExportMap=0.261411, SortExportsNonSeekfree=1.973264, SortExportsSeekfreeConstructor=0.083614, SortExportsSeekfreeInner=21.906336, SortExportsSeekfree=0.009358, BuildDependencyMap=0.133425, SerializeImportMap=0.037126, SerializeExportMap=0.082105, SerializeDependencyMap=0.012074, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.886781, SerializeExports=22.325016, SerializeBulkData=0.045583, MoveFile=1.617070, UnaccountedTime=1.107525, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_1, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/HeroCharacter.uasset, AutoPackageBackupDelegate=1.332112, FlushAsyncLoading=0.004828, FlushStreamingFunc=0.045281, BlockTillAllRequestsFinished=0.006940, ResetLoadersForSaveUnMarkAllObjects=0.282545, TagPackageExports=11.400979, BeginCacheForCookedPlatformData=0.006337, SerializeImports=13.360359, GatherLocalizableTextData=10.705791, MarkNames=0.109576, SerializeSummary=0.018716, SerializeNames=0.380646, SerializeGatherableTextData=0.126477, BuildExportMap=0.276204, SortExportsNonSeekfree=2.295952, SortExportsSeekfreeConstructor=0.070333, SortExportsSeekfreeInner=23.379717, SortExportsSeekfree=0.008151, BuildDependencyMap=0.127386, SerializeImportMap=0.028074, SerializeExportMap=0.087541, SerializeDependencyMap=0.022337, SerializeStringAssetReferenceMap=0.003021, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.099894, SerializeExports=25.276911, SerializeBulkData=0.011772, MoveFile=1.550354, UnaccountedTime=1.060437, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_2, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/HeroCharacter.uasset, AutoPackageBackupDelegate=2.824210, FlushAsyncLoading=0.008151, FlushStreamingFunc=0.045579, BlockTillAllRequestsFinished=0.005737, ResetLoadersForSaveUnMarkAllObjects=0.175379, TagPackageExports=11.598695, BeginCacheForCookedPlatformData=0.009056, SerializeImports=12.692637, GatherLocalizableTextData=10.785486, MarkNames=0.129197, SerializeSummary=0.019621, SerializeNames=0.351064, SerializeGatherableTextData=0.121951, BuildExportMap=0.285860, SortExportsNonSeekfree=2.246447, SortExportsSeekfreeConstructor=0.067316, SortExportsSeekfreeInner=25.232538, SortExportsSeekfree=0.009056, BuildDependencyMap=0.139460, SerializeImportMap=0.031393, SerializeExportMap=0.086032, SerializeDependencyMap=0.013281, SerializeStringAssetReferenceMap=0.002414, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.088725, SerializeExports=25.894217, SerializeBulkData=0.012979, MoveFile=1.587786, UnaccountedTime=1.084287, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_3, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/HeroCharacter.uasset, AutoPackageBackupDelegate=1.189332, FlushAsyncLoading=0.004224, FlushStreamingFunc=0.092369, BlockTillAllRequestsFinished=0.005435, ResetLoadersForSaveUnMarkAllObjects=0.155155, TagPackageExports=10.559391, BeginCacheForCookedPlatformData=0.006035, SerializeImports=11.669032, GatherLocalizableTextData=12.348517, MarkNames=0.095386, SerializeSummary=0.022944, SerializeNames=0.344723, SerializeGatherableTextData=0.170249, BuildExportMap=0.243902, SortExportsNonSeekfree=1.970548, SortExportsSeekfreeConstructor=0.063993, SortExportsSeekfreeInner=21.698357, SortExportsSeekfree=0.008453, BuildDependencyMap=0.105046, SerializeImportMap=0.027169, SerializeExportMap=0.076674, SerializeDependencyMap=0.012677, SerializeStringAssetReferenceMap=0.002418, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.109855, SerializeExports=23.293987, SerializeBulkData=0.011772, MoveFile=1.584165, UnaccountedTime=1.074020, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_4, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/HeroCharacter.uasset, AutoPackageBackupDelegate=1.296796, FlushAsyncLoading=0.003923, FlushStreamingFunc=0.093576, BlockTillAllRequestsFinished=0.004832, ResetLoadersForSaveUnMarkAllObjects=0.178702, TagPackageExports=10.491774, BeginCacheForCookedPlatformData=0.005431, SerializeImports=11.673257, GatherLocalizableTextData=12.406777, MarkNames=0.091162, SerializeSummary=0.015397, SerializeNames=0.317253, SerializeGatherableTextData=0.170853, BuildExportMap=0.229113, SortExportsNonSeekfree=2.027903, SortExportsSeekfreeConstructor=0.010565, SortExportsSeekfreeInner=23.447935, SortExportsSeekfree=0.008754, BuildDependencyMap=0.110179, SerializeImportMap=0.026263, SerializeExportMap=0.083916, SerializeDependencyMap=0.013281, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.461308, SerializeExports=23.953554, SerializeBulkData=0.012074, MoveFile=1.730267, UnaccountedTime=1.077645, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_5, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/EnemyCharacter.uasset, AutoPackageBackupDelegate=2.267577, FlushAsyncLoading=0.006340, FlushStreamingFunc=0.061579, BlockTillAllRequestsFinished=0.003923, ResetLoadersForSaveUnMarkAllObjects=0.158176, TagPackageExports=4.877165, BeginCacheForCookedPlatformData=0.004828, SerializeImports=5.546995, GatherLocalizableTextData=4.495911, MarkNames=0.046488, SerializeSummary=0.013281, SerializeNames=0.260808, SerializeGatherableTextData=0.071544, BuildExportMap=0.150628, SortExportsNonSeekfree=0.563875, SortExportsSeekfreeConstructor=0.055842, SortExportsSeekfreeInner=14.535501, SortExportsSeekfree=0.006642, BuildDependencyMap=0.055842, SerializeImportMap=0.023246, SerializeExportMap=0.035919, SerializeDependencyMap=0.063695, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.247137, SerializeExports=10.237004, SerializeBulkData=0.008751, MoveFile=1.553375, UnaccountedTime=0.965353, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_6, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/EnemyCharacter.uasset, AutoPackageBackupDelegate=1.250911, FlushAsyncLoading=0.004224, FlushStreamingFunc=0.044677, BlockTillAllRequestsFinished=0.004828, ResetLoadersForSaveUnMarkAllObjects=0.156667, TagPackageExports=4.536062, BeginCacheForCookedPlatformData=0.003621, SerializeImports=5.489942, GatherLocalizableTextData=4.341058, MarkNames=0.044376, SerializeSummary=0.013582, SerializeNames=0.281032, SerializeGatherableTextData=0.074863, BuildExportMap=0.148516, SortExportsNonSeekfree=0.581078, SortExportsSeekfreeConstructor=0.052225, SortExportsSeekfreeInner=14.285255, SortExportsSeekfree=0.006642, BuildDependencyMap=0.051316, SerializeImportMap=0.023846, SerializeExportMap=0.036225, SerializeDependencyMap=0.065506, SerializeStringAssetReferenceMap=0.003621, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.132428, SerializeExports=10.135580, SerializeBulkData=0.010565, MoveFile=1.469459, UnaccountedTime=0.961121, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_7, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/EnemyCharacter.uasset, AutoPackageBackupDelegate=2.539557, FlushAsyncLoading=0.006638, FlushStreamingFunc=0.075165, BlockTillAllRequestsFinished=0.004828, ResetLoadersForSaveUnMarkAllObjects=0.161801, TagPackageExports=8.198838, BeginCacheForCookedPlatformData=0.004832, SerializeImports=8.950472, GatherLocalizableTextData=6.419066, MarkNames=0.071540, SerializeSummary=0.015095, SerializeNames=0.288580, SerializeGatherableTextData=0.098106, BuildExportMap=0.187755, SortExportsNonSeekfree=0.955693, SortExportsSeekfreeConstructor=0.058558, SortExportsSeekfreeInner=18.185299, SortExportsSeekfree=0.007547, BuildDependencyMap=0.075463, SerializeImportMap=0.028376, SerializeExportMap=0.075769, SerializeDependencyMap=0.017509, SerializeStringAssetReferenceMap=0.003017, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.534811, SerializeExports=17.037321, SerializeBulkData=0.012677, MoveFile=1.632158, UnaccountedTime=1.198690, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_8, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Saved/Autosaves/Game/TwinStickShooter/Map/TSSMap_Auto1.umap, AutoPackageBackupDelegate=2.321612, FlushAsyncLoading=0.005435, FlushStreamingFunc=0.074558, BlockTillAllRequestsFinished=0.004224, ResetLoadersForSaveUnMarkAllObjects=0.153650, TagPackageExports=0.792384, BeginCacheForCookedPlatformData=0.002716, SerializeImports=1.639705, GatherLocalizableTextData=6.362319, MarkNames=0.057355, SerializeSummary=0.016905, SerializeNames=0.369478, SerializeGatherableTextData=0.055842, BuildExportMap=0.197720, SortExportsNonSeekfree=0.231225, SortExportsSeekfreeConstructor=0.058260, SortExportsSeekfreeInner=15.973263, SortExportsSeekfree=0.006944, BuildDependencyMap=0.067614, SerializeImportMap=0.042863, SerializeExportMap=0.031997, SerializeDependencyMap=0.006035, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.696998, SerializeExports=7.602062, SerializeBulkData=14.610663, MoveFile=71.927071, UnaccountedTime=0.151534, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_9, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Saved/Autosaves/Game/TwinStickShooter/Blueprint/Projectile_Auto1.uasset, AutoPackageBackupDelegate=2.186075, FlushAsyncLoading=0.005737, FlushStreamingFunc=0.109877, BlockTillAllRequestsFinished=0.005130, ResetLoadersForSaveUnMarkAllObjects=0.185344, TagPackageExports=3.346127, BeginCacheForCookedPlatformData=0.003319, SerializeImports=10.790616, GatherLocalizableTextData=3.507923, MarkNames=0.039544, SerializeSummary=0.014491, SerializeNames=0.290692, SerializeGatherableTextData=0.071540, BuildExportMap=0.141572, SortExportsNonSeekfree=0.390306, SortExportsSeekfreeConstructor=0.009961, SortExportsSeekfreeInner=7.908449, SortExportsSeekfree=0.006642, BuildDependencyMap=0.047997, SerializeImportMap=0.022035, SerializeExportMap=0.038337, SerializeDependencyMap=0.006039, SerializeStringAssetReferenceMap=0.001810, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.821450, SerializeExports=8.240495, SerializeBulkData=0.009961, MoveFile=1.325771, UnaccountedTime=0.119235, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
SavePackageTransactionId32EE82C24283014F5E2A3DAD1DF6506D_10, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/EnemyCharacter.uasset, AutoPackageBackupDelegate=1.310375, FlushAsyncLoading=0.004228, FlushStreamingFunc=0.094481, BlockTillAllRequestsFinished=0.006039, ResetLoadersForSaveUnMarkAllObjects=0.164513, TagPackageExports=9.808060, BeginCacheForCookedPlatformData=0.004526, SerializeImports=11.349965, GatherLocalizableTextData=7.789213, MarkNames=0.099614, SerializeSummary=0.017207, SerializeNames=0.303369, SerializeGatherableTextData=0.109274, BuildExportMap=0.218246, SortExportsNonSeekfree=1.309775, SortExportsSeekfreeConstructor=0.065804, SortExportsSeekfreeInner=20.234932, SortExportsSeekfree=0.102937, BuildDependencyMap=0.089049, SerializeImportMap=0.027470, SerializeExportMap=0.063088, SerializeDependencyMap=0.018716, SerializeStringAssetReferenceMap=0.002414, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.457600, SerializeExports=20.362318, SerializeBulkData=0.012074, MoveFile=1.547944, UnaccountedTime=1.090925, RunGuid=RunID42BCF1C047A8EC5518324DA9E10DE69D
