CookerStat, GenerateAssetRegistry=0.030790, Initialize=0.129499, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_0, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/Weapon.uasset, AutoPackageBackupDelegate=1.982618, FlushAsyncLoading=0.007246, FlushStreamingFunc=0.036828, BlockTillAllRequestsFinished=0.004526, ResetLoadersForSaveUnMarkAllObjects=0.189267, TagPackageExports=0.982556, BeginCacheForCookedPlatformData=0.002414, SerializeImports=1.541000, GatherLocalizableTextData=1.709137, MarkNames=0.027467, SerializeSummary=0.017207, SerializeNames=0.100821, SerializeGatherableTextData=0.109877, BuildExportMap=0.068825, SortExportsNonSeekfree=0.077579, SortExportsSeekfreeConstructor=0.069126, SortExportsSeekfreeInner=6.288964, SortExportsSeekfree=0.008453, BuildDependencyMap=0.028074, SerializeImportMap=0.020225, SerializeExportMap=0.017207, SerializeDependencyMap=0.002716, SerializeStringAssetReferenceMap=0.001512, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.702276, SerializeExports=2.905108, SerializeBulkData=0.019018, MoveFile=1.574203, UnaccountedTime=1.125336, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_1, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/Weapon.uasset, AutoPackageBackupDelegate=0.860605, FlushAsyncLoading=0.003621, FlushStreamingFunc=0.042260, BlockTillAllRequestsFinished=0.005435, ResetLoadersForSaveUnMarkAllObjects=0.130706, TagPackageExports=1.232497, BeginCacheForCookedPlatformData=0.002414, SerializeImports=1.793355, GatherLocalizableTextData=2.138380, MarkNames=0.022639, SerializeSummary=0.028376, SerializeNames=0.105049, SerializeGatherableTextData=0.117421, BuildExportMap=0.068221, SortExportsNonSeekfree=0.087842, SortExportsSeekfreeConstructor=0.056449, SortExportsSeekfreeInner=6.787337, SortExportsSeekfree=0.007246, BuildDependencyMap=0.025053, SerializeImportMap=0.015393, SerializeExportMap=0.016604, SerializeDependencyMap=0.099614, SerializeStringAssetReferenceMap=0.004228, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.107612, SerializeExports=3.812499, SerializeBulkData=0.006642, MoveFile=1.541000, UnaccountedTime=1.029648, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_2, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/Weapon.uasset, AutoPackageBackupDelegate=0.798725, FlushAsyncLoading=0.003621, FlushStreamingFunc=0.035923, BlockTillAllRequestsFinished=0.003923, ResetLoadersForSaveUnMarkAllObjects=0.113498, TagPackageExports=1.149185, BeginCacheForCookedPlatformData=0.002414, SerializeImports=1.712758, GatherLocalizableTextData=1.708228, MarkNames=0.020225, SerializeSummary=0.011776, SerializeNames=0.093877, SerializeGatherableTextData=0.096597, BuildExportMap=0.062183, SortExportsNonSeekfree=0.079088, SortExportsSeekfreeConstructor=0.051919, SortExportsSeekfreeInner=6.235234, SortExportsSeekfree=0.006340, BuildDependencyMap=0.025053, SerializeImportMap=0.015698, SerializeExportMap=0.016604, SerializeDependencyMap=0.084523, SerializeStringAssetReferenceMap=0.003621, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.802432, SerializeExports=2.783153, SerializeBulkData=0.008151, MoveFile=1.515038, UnaccountedTime=0.978328, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_3, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/Weapon.uasset, AutoPackageBackupDelegate=0.797518, FlushAsyncLoading=0.003621, FlushStreamingFunc=0.094183, BlockTillAllRequestsFinished=0.004224, ResetLoadersForSaveUnMarkAllObjects=0.104442, TagPackageExports=1.035985, BeginCacheForCookedPlatformData=0.002112, SerializeImports=1.696158, GatherLocalizableTextData=1.761660, MarkNames=0.025354, SerializeSummary=0.014186, SerializeNames=0.094485, SerializeGatherableTextData=0.105649, BuildExportMap=0.064299, SortExportsNonSeekfree=0.079390, SortExportsSeekfreeConstructor=0.007849, SortExportsSeekfreeInner=6.126866, SortExportsSeekfree=0.004828, BuildDependencyMap=0.022039, SerializeImportMap=0.013284, SerializeExportMap=0.015091, SerializeDependencyMap=0.076976, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.306390, SerializeExports=2.732143, SerializeBulkData=0.004828, MoveFile=1.745660, UnaccountedTime=0.088446, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_4, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/Weapon.uasset, AutoPackageBackupDelegate=0.901960, FlushAsyncLoading=0.004526, FlushStreamingFunc=0.049807, BlockTillAllRequestsFinished=0.010569, ResetLoadersForSaveUnMarkAllObjects=0.265937, TagPackageExports=1.579635, BeginCacheForCookedPlatformData=0.002716, SerializeImports=2.168268, GatherLocalizableTextData=2.112120, MarkNames=0.024449, SerializeSummary=0.013281, SerializeNames=0.102937, SerializeGatherableTextData=0.107158, BuildExportMap=0.077277, SortExportsNonSeekfree=0.137951, SortExportsSeekfreeConstructor=0.055239, SortExportsSeekfreeInner=6.442915, SortExportsSeekfree=0.004530, BuildDependencyMap=0.025958, SerializeImportMap=0.015397, SerializeExportMap=0.018112, SerializeDependencyMap=0.004526, SerializeStringAssetReferenceMap=0.001509, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.902952, SerializeExports=3.691759, SerializeBulkData=0.005431, MoveFile=1.513831, UnaccountedTime=0.995837, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_5, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/Weapon.uasset, AutoPackageBackupDelegate=1.792148, FlushAsyncLoading=0.006035, FlushStreamingFunc=0.066109, BlockTillAllRequestsFinished=0.005737, ResetLoadersForSaveUnMarkAllObjects=0.162702, TagPackageExports=2.643995, BeginCacheForCookedPlatformData=0.003021, SerializeImports=13.354317, GatherLocalizableTextData=3.222063, MarkNames=0.033505, SerializeSummary=0.012375, SerializeNames=0.116520, SerializeGatherableTextData=0.178702, BuildExportMap=0.244204, SortExportsNonSeekfree=0.238169, SortExportsSeekfreeConstructor=0.055544, SortExportsSeekfreeInner=8.133032, SortExportsSeekfree=0.006039, BuildDependencyMap=0.035014, SerializeImportMap=0.019018, SerializeExportMap=0.029281, SerializeDependencyMap=0.004832, SerializeStringAssetReferenceMap=0.002112, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.346384, SerializeExports=6.246101, SerializeBulkData=0.009961, MoveFile=1.552772, UnaccountedTime=0.959616, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_6, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/Weapon.uasset, AutoPackageBackupDelegate=0.954486, FlushAsyncLoading=0.003923, FlushStreamingFunc=0.054937, BlockTillAllRequestsFinished=0.005133, ResetLoadersForSaveUnMarkAllObjects=0.159383, TagPackageExports=4.174434, BeginCacheForCookedPlatformData=0.004526, SerializeImports=4.879881, GatherLocalizableTextData=4.360985, MarkNames=0.057351, SerializeSummary=0.015095, SerializeNames=0.315744, SerializeGatherableTextData=0.066712, BuildExportMap=0.130404, SortExportsNonSeekfree=0.436492, SortExportsSeekfreeConstructor=0.055540, SortExportsSeekfreeInner=9.776365, SortExportsSeekfree=0.006940, BuildDependencyMap=0.047393, SerializeImportMap=0.022337, SerializeExportMap=0.035919, SerializeDependencyMap=0.060070, SerializeStringAssetReferenceMap=0.003319, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.999614, SerializeExports=10.489960, SerializeBulkData=0.011172, MoveFile=1.619183, UnaccountedTime=0.998255, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_7, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/Weapon.uasset, AutoPackageBackupDelegate=1.911681, FlushAsyncLoading=0.005435, FlushStreamingFunc=0.060070, BlockTillAllRequestsFinished=0.004526, ResetLoadersForSaveUnMarkAllObjects=0.156969, TagPackageExports=4.067574, BeginCacheForCookedPlatformData=0.005435, SerializeImports=15.419949, GatherLocalizableTextData=4.642017, MarkNames=0.047088, SerializeSummary=0.014491, SerializeNames=0.383362, SerializeGatherableTextData=0.072446, BuildExportMap=0.137046, SortExportsNonSeekfree=0.416566, SortExportsSeekfreeConstructor=0.056148, SortExportsSeekfreeInner=9.534572, SortExportsSeekfree=0.006642, BuildDependencyMap=0.049807, SerializeImportMap=0.022642, SerializeExportMap=0.036523, SerializeDependencyMap=0.065204, SerializeStringAssetReferenceMap=0.003621, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.285107, SerializeExports=10.175724, SerializeBulkData=0.011168, MoveFile=1.758341, UnaccountedTime=1.250911, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_8, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/HeroCharacter.uasset, AutoPackageBackupDelegate=2.113328, FlushAsyncLoading=0.011772, FlushStreamingFunc=0.052825, BlockTillAllRequestsFinished=0.005435, ResetLoadersForSaveUnMarkAllObjects=0.176590, TagPackageExports=4.530024, BeginCacheForCookedPlatformData=0.005133, SerializeImports=23.805641, GatherLocalizableTextData=5.665928, MarkNames=0.059467, SerializeSummary=0.015996, SerializeNames=0.278316, SerializeGatherableTextData=0.075467, BuildExportMap=0.151232, SortExportsNonSeekfree=0.613078, SortExportsSeekfreeConstructor=0.061881, SortExportsSeekfreeInner=15.000365, SortExportsSeekfree=0.007547, BuildDependencyMap=0.066407, SerializeImportMap=0.021432, SerializeExportMap=0.064898, SerializeDependencyMap=0.007845, SerializeStringAssetReferenceMap=0.002418, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.109186, SerializeExports=11.673861, SerializeBulkData=0.010565, MoveFile=1.700986, UnaccountedTime=1.040213, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_9, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/HeroCharacter.uasset, AutoPackageBackupDelegate=0.930034, FlushAsyncLoading=0.003923, FlushStreamingFunc=0.070635, BlockTillAllRequestsFinished=0.024453, ResetLoadersForSaveUnMarkAllObjects=0.190776, TagPackageExports=7.742729, BeginCacheForCookedPlatformData=0.004526, SerializeImports=9.009637, GatherLocalizableTextData=7.329784, MarkNames=0.084519, SerializeSummary=0.016302, SerializeNames=0.306387, SerializeGatherableTextData=0.092674, BuildExportMap=0.189267, SortExportsNonSeekfree=0.984970, SortExportsSeekfreeConstructor=0.065502, SortExportsSeekfreeInner=19.481487, SortExportsSeekfree=0.008151, BuildDependencyMap=0.092976, SerializeImportMap=0.024147, SerializeExportMap=0.062183, SerializeDependencyMap=0.019319, SerializeStringAssetReferenceMap=0.002716, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.910023, SerializeExports=16.187284, SerializeBulkData=0.011772, MoveFile=1.673821, UnaccountedTime=1.199290, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
SavePackageTransactionId1FA0CF5A49A5F66E6443849DB74F8FD6_10, Filename=D:/Unreal4Projects_LJS/MyStudy_LJS/Content/TwinStickShooter/Blueprint/HeroCharacter.uasset, AutoPackageBackupDelegate=0.831928, FlushAsyncLoading=0.003319, FlushStreamingFunc=0.048600, BlockTillAllRequestsFinished=0.005737, ResetLoadersForSaveUnMarkAllObjects=0.185039, TagPackageExports=7.343367, BeginCacheForCookedPlatformData=0.003621, SerializeImports=8.536923, GatherLocalizableTextData=7.431209, MarkNames=0.069428, SerializeSummary=0.015695, SerializeNames=0.308502, SerializeGatherableTextData=0.089653, BuildExportMap=0.188664, SortExportsNonSeekfree=1.109637, SortExportsSeekfreeConstructor=0.060979, SortExportsSeekfreeInner=17.953165, SortExportsSeekfree=0.007547, BuildDependencyMap=0.082407, SerializeImportMap=0.023548, SerializeExportMap=0.061579, SerializeDependencyMap=0.010870, SerializeStringAssetReferenceMap=0.002112, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.252568, SerializeExports=16.674183, SerializeBulkData=0.010565, MoveFile=1.524094, UnaccountedTime=1.029950, RunGuid=RunID549B59DD481C14297BF60F9ECADB626C
